station_name,station_code,station_lat,station_long
Mahendragarh ,MHRG,28.2833,76.15
Maksi ,MKC,23.2667,76.15
Ghaso ,GSO,29.5224814,76.1508385
Nimar Kheri ,NKR,22.110856,76.1511556
Chauth Ka Brwra ,CKB,26.0503409,76.1522879
Faizullapur ,FYZ,30.6325028,76.1537373
Koppal ,KBL,15.3507081,76.1554311
Paradgaon ,PDG,19.6213414,76.1572427
Ghataka Varana ,GKB,25.5064495,76.1603497
Jhalwara ,JLW,24.5973494,76.1609838
Nagansur ,NGS,17.3924501,76.1696791
Dhanauri ,DNRE,29.7764087,76.1754757
Holalkere ,HLK,14.0504576,76.181272
Kotlakheri ,KTKH,25.6649505,76.181272
Lakheri ,LKE,25.6649505,76.181272
Uchana ,UCA,29.4702591,76.181272
Pattambi ,PTB,10.8053893,76.1870681
Punkunnam ,PNQ,10.5364028,76.1986595
Malkapur Road ,MALK,20.8887679,76.2047718
Malkapur ,MKU,20.8810933,76.2073525
Angadippuram ,AAM,10.971846,76.21025
Khanna ,KNN,30.697852,76.2112286
Thrisur ,TCR,10.5276416,76.2144349
Partur ,PTU,19.6,76.2167
Irinjalakuda ,IJK,10.3474241,76.2168508
Haldi Road ,HLDD,22.696687,76.2174553
Karajgi ,KJG,17.2815827,76.2174935
Cherukara ,CQA,10.9282375,76.2218394
Barsola ,BZO,29.3913743,76.2290823
Pir Umrod ,PUO,23.2597646,76.2319793
Burhanpur ,BAU,21.3,76.2333
Pattikkad ,PKQ,11.0225925,76.2334278
Wadakancheri ,WKI,10.6617378,76.2363248
Bamla ,BMLL,28.8055556,76.2452778
Hole Narsipur ,HLN,12.7869166,76.2467352
Ginigera ,GIN,15.3499423,76.2493603
Vailapuzha ,VPZ,10.8399772,76.251687
Arsikere Junction ,ASK,13.3136091,76.2533431
Vaniyambalam ,VNB,11.1856648,76.2638427
Chikhli ,CKHS,20.3490978,76.2652909
Charkhi Dadri ,CKD,28.6,76.2667
Shajapur ,SFY,23.4333,76.2667
Melattur ,MLTR,11.0683809,76.2681871
Pudukad ,PUK,10.4186904,76.2681871
Una Himachal ,UHL,31.468445,76.2707745
Kairla ,KAI,10.8505159,76.2710833
Shoranur Junction ,SRR,10.7591827,76.2722146
Boroti ,BOT,17.3775803,76.2775995
Ernakulam Town ,ERN,9.98,76.28
Ateli ,AEL,28.1056349,76.2800859
Tuvvur ,TUV,11.1131613,76.2858625
Ajanti ,ANI,21.891765,76.2884592
Jind Junction ,JIND,29.3290286,76.2895451
Kalapipal ,KPP,23.4136273,76.2899071
Kushtala ,KTA,25.9698055,76.2928028
Mangalore Junction ,MAJN,15.323639,76.2995793
Antah ,ATH,25.15,76.3
Kanina Khas ,KNNK,28.3302908,76.3087282
Auvaneswsarem ,AVS,9.9763133,76.3096657
Mararikulam ,MAKM,9.6096046,76.3116235
Rawania Dungar ,RWJ,25.8883879,76.3143378
Hosdurga Road ,HSD,13.7046568,76.3181602
Karaila Road Junction ,KRLR,10.011771,76.3227878
G.Ramachandrapu ,GRCP,10.067604,76.323193
Munirabad ,MRB,15.2788602,76.3260992
Dausa ,DO,26.8833,76.3333
Chalakudi ,CKI,10.3080272,76.3336779
Alleppey ,ALLP,9.4980667,76.3388484
Mangliya Gaon ,MGG,22.6417419,76.3456388
Aluva ,AWY,10.1075702,76.345662
Khandwa ,KNW,21.8257334,76.352571
Naya Nangal ,NNGL,31.3866405,76.3550457
Ambalapuzha ,AMPA,9.3772533,76.3577837
Nangal Dam ,NLDM,31.381806,76.364053
Dhaneta ,DAN,31.6683817,76.364452
Sawai Madhopur ,SWM,25.9833333,76.3666667
Mysore Junction ,MYS,12.5505501,76.3677628
Dudhani ,DUD,17.3585392,76.3680696
Kodaganur ,KAG,16.5203641,76.3742194
Mandagere ,MGF,12.7295897,76.3803688
Angamali ,AFK,10.212894,76.380601
Fatehgarh Sahib ,FGSB,30.6456,76.3825
Sirhind Junction ,SIR,30.6237187,76.38272
Iklehra ,IKR,23.15,76.3833
Ottappalam ,OTP,10.7667,76.3833
Mulanturutti ,MNTT,9.8983966,76.383986
Krishanrajanaga ,KRNR,12.44374,76.38578
Patiala ,PTA,30.3397809,76.3868797
Hospet Junction ,HPT,15.2865694,76.3872414
Eranakulam Junction ,ERS,9.8153893,76.3952565
Nimbal ,NBL,17.3997016,76.3984537
Chitradurg ,CTA,14.2333,76.4
Nepanagar ,NPNR,21.4667,76.4
Julana ,JNA,29.1229795,76.4013471
Vaikam Road ,VARD,9.7418449,76.4034624
Bassi Pathanam ,BSPN,30.6861187,76.4042404
Turavur ,TUVR,10.2006676,76.4244916
Settihally ,SET,12.9076234,76.4252148
Kariganuru ,KGW,15.2542812,76.4266612
Kalanaur Kalan ,KLNK,28.8259149,76.4273844
Kali Sindh ,KSH,23.3471591,76.4288308
Pathri ,PRI,19.270082,76.428947
Masit ,MST,28.2903096,76.4375086
Nandura ,NN,20.8333,76.45
Lahli ,LHLL,28.8527069,76.4519704
Harippad ,HAD,9.2815315,76.4534165
Mokholi ,MXL,26.161435,76.4612794
Sird ,SIRD,32.4812956,76.4649847
Bolai ,BLX,23.3788079,76.4736602
Tiptur ,TTR,13.2586,76.4783
Amritapura ,AMC,9.089736,76.485908
Khori ,KORI,28.2012608,76.4859494
Papinayaknahali ,PKL,15.2356721,76.4907968
Morinda ,MRND,30.7919,76.4964
Sivajinagar ,SVJR,16.6607551,76.4967919
Kotikulam ,KQK,9.1642382,76.4996831
Ranthambhore ,RNT,26.0173274,76.5025742
Anandpur Sahib ,ANSB,31.2344015,76.5054652
Jirwan ,JRWN,21.6881749,76.5083562
Baran ,BAZ,25.1,76.52
Kottayam ,KTYM,9.5915668,76.5221531
Rupnagar ,RPAR,30.9659168,76.5230234
Karunagapalli ,KPY,9.0654423,76.5314817
Parli Vaijnath ,PRLI,18.85,76.5333
Omkareshwar Rd ,OM,21.0510597,76.5337149
Manwath Road ,MVO,19.3583817,76.5350044
Malarna ,MLZ,26.2297273,76.5350947
Bagetar ,BF,31.9477415,76.5387076
Mavelikara ,MVLK,9.2505757,76.5400806
Changanaseri ,CGY,9.4458875,76.5409655
Chhanera ,CAER,22.0546222,76.5415978
Surgaon Banjari ,SGBJ,21.9364271,76.5430429
Ausa Road ,OSA,18.3467435,76.5505367
Ballenahalli ,BAHI,12.5748683,76.5517132
Bellenahalli ,BNHL,12.5748683,76.5517132
Ajaraka ,AIA,27.9593499,76.557493
Divine Nagar ,DINR,9.4632184,76.5579459
Ettumanur ,ETM,9.6703602,76.5608746
Khamgaon ,KMN,20.7114686,76.5661622
Nadikode ,NDKD,27.05,76.5667
Bandikui Junction ,BKI,27.03926,76.5667041
Kiratpur Sahib ,KART,31.1849637,76.5690519
Kurali ,KRLI,30.8331,76.5733
Ratanpura ,RTP,31.0293638,76.5733862
Tiruvalla ,TRVL,9.3834522,76.574057
New Morinda ,NMDA,30.76654,76.5746955
Rohtak Junction ,ROK,28.8911221,76.5789844
Usmanpur ,UPR,29.9606647,76.5806097
Piravam Road ,PVRD,9.8728657,76.5829656
Bawal ,BWL,28.0833,76.5833
Latur ,LUR,18.4,76.5833
Cheriyanad ,CYN,9.2757713,76.5863882
Ghanauli ,GANL,31.0236996,76.5863882
Baswa ,BU,27.1419038,76.5892774
Gadiganuru ,GNR,15.2061971,76.5892774
Rajpura Junction ,RPJ,30.4861209,76.5937722
Jogi Magra ,JOM,30.3093984,76.5965
Akodia ,AKD,23.3833,76.6
Chengannur ,CNGR,9.3184833,76.6140167
Rewari ,RE,28.1833,76.6167
Iravipuram ,IRP,8.8596135,76.6196097
Parisal ,PSL,27.6767744,76.6224981
Sasthankotta ,STKT,9.0364612,76.6239423
Barauni Junction ,BJU,26.2217087,76.6240972
Alwar ,AWR,27.5609324,76.6250168
Malakhera ,MKH,27.390648,76.6268306
Pangaon ,PNF,18.6302675,76.6282747
Kilikollur ,KLQ,8.9178033,76.6327286
Nrynpur Tatwar ,NNW,26.3443432,76.6359464
Chandanattop ,CTPE,8.9319435,76.6441591
Khairthal ,KRH,27.8011636,76.6441591
Mayyanad ,MYY,8.8508609,76.649762
Challakere ,CHKE,14.3167,76.65
Harangul ,HGL,18.906145,76.6506567
Jamunia Kalan ,JMKL,21.7483507,76.6542664
Palakkad ,PGT,10.7867303,76.6547932
Palghat Town ,PGTN,10.7867303,76.6547932
Salauna ,SLNA,26.5096743,76.6557102
Pandavapura ,PANP,12.4928616,76.6642853
Kadakola ,KDO,12.1896827,76.6658165
Paravur ,PVU,8.814189,76.6672602
Duroji ,DAJ,15.2393919,76.6679697
Tukaithad ,TTZ,21.430983,76.6687038
Atru ,ATRU,24.8768423,76.6701475
Hunsihadgil ,HHD,17.3429705,76.6701475
Toranagallu ,TNGL,15.1598636,76.675922
Kappil ,KFI,8.7808922,76.6773655
Kundara East ,KFV,8.9601841,76.6788091
Kundara ,KUV,8.9601841,76.6788091
Lalpur Umri ,LRU,26.4301633,76.6805233
Nanjangud Town ,NTW,12.1197,76.6828
Kayankulam Junction ,KYJ,9.1652502,76.684464
Shrirangapatna ,S,12.4215561,76.6931273
Shegaon ,SEG,20.7915727,76.6932438
Udagamandalam ,UAM,11.4064138,76.6932438
Gohana ,GHNA,29.1333,76.7
Karepur ,KRPR,18.5844011,76.7007118
Lovedale ,LOV,11.3818254,76.7019038
Pokharni Nrsnha ,PKNS,19.1167561,76.7065001
Ammasandra ,AMSA,13.268916,76.7148927
Kisoni ,KONY,23.3648444,76.7163359
Shujalpur ,SJP,23.4,76.7167
Shujaatpur ,SJT,23.4,76.7167
Varkala ,VAK,8.7333,76.7167
Ezhukone ,EKN,8.9832486,76.7192221
Salpura ,SYL,24.72115,76.7192221
Rajgarh ,RHG,24.0078819,76.7278803
Ketti ,KXT,11.376138,76.7293233
Sawalgi ,SVG,17.3483995,76.7293233
Harsud ,HRD,22.1,76.7333
Gangapur City ,GGC,26.490633,76.734237
Ismaila Haryana ,ISM,28.7928756,76.7379808
Molakalmuru ,MOMU,14.7165215,76.7466378
Gangakher ,GNH,18.9663544,76.7480805
Balganur ,BLR,15.956087,76.7531301
Janwal ,JOA,18.5497442,76.7531301
Akathumuri ,AMY,8.7030243,76.7581794
Kudatini ,KDN,15.1963592,76.7596221
Aravankadu ,AVK,11.361829,76.766509
Sampla ,SPZ,28.7775769,76.7711626
Kottarakara ,KKZ,9.0009187,76.7720205
Sunak ,SUC,30.8022664,76.772605
Parbhani Junction ,PBN,19.2573368,76.7741377
Ambala City ,UBC,30.3781788,76.7766974
Chandigarh ,CDG,30.7333148,76.7794179
Chakrod ,CKOD,23.3394746,76.7823414
Rani ,RANI,9.3865694,76.7855551
Wellington ,WEL,11.356635,76.786022
Ambala Cant Junction ,UMB,30.3979048,76.7888121
Nayagaon ,NYO,30.7761322,76.7943229
Coonoor ,ONR,11.3530022,76.7959095
Lalru ,LLU,30.4866667,76.8005556
Wadwal Nagnath ,WDLN,18.5330573,76.8050565
Chhoti Odai ,COO,26.5587943,76.8055072
Dhulghat ,DGT,21.516525,76.8057776
Badli ,BHD,28.5719371,76.8099556
Perunguzhi ,PGZ,8.631748,76.81348
Dappar ,DHPR,30.5209905,76.8140693
New Jalpaiguri ,NJP,30.3724984,76.8245233
Nimbhora ,NB,20.9488613,76.8266861
Jamga ,JMG,18.0644538,76.8288489
Gulbarga ,GR,17.329731,76.8342957
Murukkampuzha ,MQU,8.6102408,76.8346161
Marthipalayam ,MPLM,10.9327422,76.8414642
Bevinahalu ,BNL,13.8967449,76.8425455
Latur Road ,LTRR,18.5089404,76.844708
Nagarur ,NRR,8.7357681,76.8475912
Khirkiya ,KKN,22.1667,76.85
Akola Junction ,AK,20.6702901,76.8501452
Chhabra Gugor ,CAG,24.6800247,76.8511051
Kaniyapuram ,KXP,8.5839678,76.8519159
Kurukshetra Junction ,KKDE,29.9694205,76.8520961
Rayadrug ,RDG,14.696734,76.8546688
Kadiyan ,KYM,32.0202348,76.8598442
Pilioda ,PDZ,26.606065,76.8640785
Shahbad Marknda ,SHDM,30.1672152,76.8683714
Chakur ,CKX,18.5212524,76.8749787
Kazhakuttam ,KZK,8.568315,76.875671
Dhulkot ,DKT,30.3541653,76.8807437
Chandi Mandir ,CNDM,30.7285106,76.8922729
Kochuveli ,KCVL,8.5142324,76.893714
Mandya ,MYA,12.5242,76.8958
Biyavra Rajgarh ,BRRG,23.9364251,76.9074934
Nageshwadi Halt ,NGHW,18.4606254,76.9163024
Bahadurgarh ,BGZ,28.6833,76.9167
Nilokheri ,NLKR,29.8333,76.9167
Khandip ,KNDP,26.6387893,76.9210913
Bellary Cant ,BYC,15.1393932,76.9214428
Shri Mahabirji ,SMBJ,26.9296295,76.922532
Kalka ,KLK,30.83,76.93
Taraori ,TRR,29.80486,76.93279
Pedanyknpalayam ,PDKM,11.15,76.9333
Punalur ,PUU,9,76.9333
Garhi Harsaru ,GHH,28.45,76.9333333
Metupalaiyam ,MTP,11.2890873,76.9409686
Adgaon Buzurg ,ABZ,21.1283443,76.9431507
Mirkhal ,MQL,17.9960434,76.9434208
Chamarajanagar ,CMNR,11.9261471,76.9437312
Gubbi ,GBB,13.3106,76.9444
Coimbatore Nrth ,CBF,11.060285,76.945778
Trivandrum Cntl ,TVC,8.4874,76.952
Trivandrum Pett ,TVP,8.4874,76.952
Taksal ,TSL,30.8473753,76.9578248
Ambika Rohina ,AMBR,18.4343317,76.9597489
Kheril ,KL,27.1876653,76.9628658
Ram Nagar J K ,RMJK,11.0123501,76.9628658
Panipat Junction ,PNP,29.3891542,76.963766
Mandi Dip ,MDDP,29.5382859,76.9666225
Coimbatore Junction ,CBE,10.9962642,76.9668264
Gharaunda ,GRA,29.5375,76.9717
Ashokapuram ,AP,11.0833878,76.9729472
Kollam Junction ,QLN,9.5538942,76.9730419
Pataudi Road ,PTRD,28.4385241,76.9758581
Haddinagundu ,HDD,15.1527796,76.9788623
Hanakere ,HNK,12.5647137,76.9808677
Nalwar ,NW,16.9333333,76.9833333
Podanur Junction ,PTJ,10.964917,76.9896876
Karnal ,KUN,29.6856929,76.9904825
Ramanathapuram ,RMD,10.9974549,76.9915961
Kanhegaon ,KNGN,19.2007445,76.9927474
Haranya Kheri ,HKH,30.5648209,76.9981469
Shelgoan H ,SLGH,18.5014028,77.0075055
Ugwe ,UGWE,20.8059572,77.0091605
Kumtha Khurd ,KTKR,18.4207845,77.0096651
Baktal ,BKTL,23.2504723,77.0125445
Patsul ,PTZ,20.9889299,77.0132643
Samalkha ,SMK,29.2400697,77.0150925
Ganaur ,GNU,29.12741,77.01597
Halakatta ,HLKT,16.9951895,77.0161436
Dharmpur Hmchl ,DMP,30.8994362,77.0190228
Kalkund ,KKD,22.2009212,77.024781
Gurgaon ,GGN,28.4594965,77.0266383
Hindaun City ,HAN,26.744192,77.02766
Pilamedu ,PLMD,11.0331511,77.02766
Barara ,RAA,30.2120078,77.0401544
Balabnramapuram ,BRAM,8.4295253,77.0478112
Maddur ,MAD,12.59317,77.04947
Kumbhraj ,KHRJ,24.3667,77.05
Hagari ,HGI,15.151749,77.052108
Bijwasan ,BWSN,28.5289355,77.0550072
Kakarghatti ,KKHT,30.8884975,77.0571659
Kumarhatti ,KMTI,30.8884975,77.0571659
Akot ,AKOT,21.0964,77.0586
Rathdhana ,RDDE,28.9039139,77.0588749
Nangloi ,NNO,28.6841206,77.0632942
Irugur ,IGU,11.0167,77.0667
Barog ,BOF,31.0740661,77.0702666
Chittapur ,CT,17.1167,77.0833
Sehore ,SEH,23.2,77.0833
Rajanagar ,RJA,28.5804534,77.083787
Palam ,PM,28.5893313,77.0866646
Neyyattinkara ,NYY,8.401648,77.0871199
Mangolpuri ,MGLP,28.6883457,77.0881034
Jabli ,JBL,30.9188652,77.089546
Sonipat ,SNP,28.9285745,77.0914935
Chaukhandi ,CHH,28.6472126,77.0924196
Holambi Kalan ,HUK,28.8091927,77.0938583
Harda ,HD,22.3442229,77.0967357
Narela ,NUR,28.8466863,77.0967357
Tumkur ,TK,13.34,77.1
Piplia ,PIP,22.111165,77.1003323
Harinagar ,HIR,28.7040592,77.1024902
Kathleeghat ,KEJ,31.0217444,77.103659
Kandaghat ,KDZ,30.9702143,77.1053673
Solan ,SOL,30.91,77.11
Udgir ,UDGR,18.3942882,77.1126009
Solan Brewery ,SBY,30.9294133,77.1144929
Loha ,LOHA,18.9473865,77.1154368
Khera Kalan ,KHKN,28.769616,77.115803
Shoghi ,SGS,31.0421269,77.1197521
Dhanuvachapuram ,DAVM,8.3839143,77.1283821
Dundi ,DDCE,32.3530171,77.1298204
Jutogh ,JTO,31.1010208,77.1300734
Salogra ,SLR,30.9348398,77.1311687
Shakurbasti ,SSB,28.6798758,77.1321575
Chudawa ,CRU,19.1702521,77.1326969
Yadgir ,YG,16.7667,77.1333
Taradevi ,TVI,31.0689357,77.1341351
Samsi ,SM,31.8933201,77.1384496
Naraina ,NRI,28.6245503,77.1398878
Fateh Singhpura ,FSP,26.8184864,77.1408489
Hingoli Deccan ,HNL,19.7167,77.15
Washim ,WHM,20.1,77.15
Parashshala ,PASA,8.3438981,77.1519902
Delhi Cantt ,DEC,28.5961279,77.1587375
Kolnur ,KOLR,18.5887273,77.1596606
Basmat ,BMF,19.3167,77.1667
Naya Azadpur ,NDAZ,28.714134,77.167224
Charkhera ,CRK,22.3664404,77.1729605
Simla ,SML,31.1046052,77.1734242
Kotana ,KTOA,29.1155141,77.1762083
Ruthiyai ,RTA,24.5342891,77.180149
Kamalnagar ,KMNR,18.2353831,77.1815867
Somanur ,SNO,11.0870641,77.1858995
A N Dev Nagar ,ACND,28.654788,77.188987
Delhi Kishangnj ,DKZ,28.6642483,77.2008136
Limbgaon ,LBG,19.1788269,77.2024306
Channapatna ,CPT,12.6521959,77.2031493
Nadbai ,NBI,27.2144024,77.2031493
Subzi Mandi ,SZM,28.6694461,77.2045867
Lakshmibai Ngr ,LMNR,28.579606,77.204835
Delhi Safdarjng ,DSJ,28.583334,77.205833
Kyatsandra ,KIAT,13.2985929,77.2060241
Sadar Bazar ,DSB,28.6598256,77.2088987
Indara Junction ,IAA,28.6339219,77.2168185
Kupgal ,KGL,15.7254217,77.219678
Bhalki ,BHLK,18.0534462,77.2232709
Adrsh Ngr Delhi ,ANDI,28.635308,77.22496
Delhi ,DLI,28.635308,77.22496
New Delhi ,NDLS,28.635308,77.22496
Shivaji Bridge ,CSB,28.633662,77.226093
Nihalgarh ,NHH,25.0222348,77.2261452
Timarni ,TBN,22.3692296,77.2261452
Tilak Bridge ,TKJ,28.628016,77.237434
W R S Colony Ph ,WRC,28.5343013,77.2383599
H Nizamuddin ,NZM,28.5903666,77.2420157
Lajpat Nagar ,LPNR,28.5656179,77.2433891
Jugpura ,JRG,28.5818036,77.2476997
Sengottai ,SCT,8.9751131,77.2491365
Palliyadi ,PYD,8.268622,77.2505733
Bakanian Bhaunr ,BQE,23.2642004,77.2572219
Baraut ,BTU,29.0999336,77.2606305
Bellary Junction ,BAY,14.9178764,77.2646453
Mahugarha ,MUGA,24.6175317,77.2663771
Dayalpur ,DLPR,28.71844,77.26965
Loni ,LONI,28.7690286,77.2721234
Delhi Shahdara ,DSA,28.686192,77.2749964
Kutralam ,KTM,8.9339131,77.2780402
Cumbum ,CBM,9.7344265,77.2807423
Adoni ,AD,15.6333,77.2833
Sedam ,SEM,17.181288,77.285353
Delhi S Rohilla ,DEE,28.685537,77.2909896
Okhla ,OKA,28.5673842,77.2922332
Bayana Junction ,BXN,26.9161334,77.2969011
Tuglakabad ,TKD,28.502541,77.2993
Jagadhri ,JUD,30.17,77.3
Jagadhri Wshop ,JUDW,30.17,77.3
Ramanagaram ,RMGM,12.7167,77.3
Matmari ,MTU,16.0456279,77.3010591
Bantanahal ,BLL,15.1907794,77.303723
Anand Vihar ,ANVR,28.6519205,77.3065952
Tenkasi Junction ,TSI,8.9641275,77.3074928
Eraniel ,ERL,8.2061667,77.3166294
Shamli ,SMQL,29.45,77.3167
Faridabad ,FDB,28.4089123,77.3177894
Viveka Vihar ,VVB,28.673406,77.318207
Asaoti ,AST,28.2497734,77.3195196
Ballabgarh ,BVH,28.337824,77.3238274
Sondad ,SNV,27.9178766,77.3238274
Deeg ,DEEG,27.4723994,77.3249713
Bairagarh ,BIH,23.2874036,77.3266991
Nanded ,NED,19.15,77.3333
Palwal ,PWL,28.15,77.3333
Tiruppur ,TUP,11.1085242,77.3410656
Marpalli ,MRF,17.5254326,77.3482352
Sahibabad ,SBB,28.6723587,77.3491306
Kadaynallur ,KDNL,9.0833,77.35
Kurgunta ,KQT,17.1860857,77.3511063
Kodaikanal Road ,KQN,10.2250192,77.3550376
Badshahpur ,BSE,28.4319419,77.3625903
Bandh Bareta ,BR,26.9104848,77.3643172
Hodal ,HDL,27.9,77.3667
Murtajapur ,MZR,20.7296406,77.3678934
Virani Alur ,VRLR,8.187491,77.368716
Narayanpet Road ,NRPD,16.6760428,77.3694771
Raichur ,RC,16.2,77.37
Kondapuram ,KDP,14.2904405,77.3726379
Guntakal Junction ,GTL,15.1491861,77.3767948
Landaura ,LDR,29.7149541,77.3798142
Pavurchutram ,PCM,8.9201967,77.3812494
Bareta ,BRZ,26.9743928,77.3848373
Bidadi ,BID,12.7984219,77.3872174
Mallappa Gate ,MLGT,15.2254857,77.3877972
Pathrad ,PARD,19.1753525,77.3927304
Timmanacherla ,TIM,15.1630991,77.3943448
Mulacalacheruvu ,MCU,14.1319947,77.3956004
Bhopal  Junction ,BPL,23.2672079,77.4133574
Maddikera ,MKR,15.2530322,77.4142541
Kanakpura ,KKU,12.55,77.4167
Hejjala ,HJL,12.8557192,77.4199931
Nawandgi ,NAW,17.2169065,77.4257319
Manthralayam Road ,MALM,15.9435913,77.4280679
Nager Coil Town ,NJT,8.17,77.43
Barlai ,BLAX,22.4292956,77.4300357
Mugat ,MGC,19.1509787,77.430753
Nagercoil Junction ,NCJ,8.1839531,77.4315442
Kosi Kalan ,KSV,27.7873022,77.4371184
Salaia ,SYA,23.1693244,77.4400774
Uttukuli ,UKL,11.1697857,77.4514269
Ghaziabad ,GZB,28.6691565,77.4537578
N Ghaziabad ,GZN,28.6691565,77.4537578
Guldhar ,GUH,28.7038015,77.4555283
Ambasamudram ,ASD,8.7,77.4667
Goverdhan ,GDO,27.5,77.4667
Misrod ,MSO,23.1554206,77.467329
Lal Kuan ,LKU,28.6331684,77.4730653
Sirajnagar  H ,SRJN,24.1970284,77.4730653
Byadarahalli ,BDRL,12.9911854,77.4773674
Banapura ,BPF,22.4729995,77.4831032
Kengeri ,KGI,12.9,77.4833
Kathghar ,KGF,26.3014249,77.4845372
Bharatpur Junction ,BTE,27.2366542,77.4883011
Kodi ,KODI,10.2381136,77.4891822
Hindupur ,HUP,13.8289,77.4933
Mudkhed ,MUE,19.144722,77.4988753
Muradnagar ,MUD,28.7833,77.5
Bansi Paharpur ,BIQ,26.9344513,77.5038933
Mantatti ,MVH,17.2584992,77.5103446
Gauribidanur ,GBD,13.6111591,77.5169572
Bidar ,BIDR,17.92,77.519722
Palani ,PLNI,10.4489188,77.5209392
Dasna ,DS,28.6807496,77.5218127
Nayandahalli ,NYH,12.9425682,77.5232461
Krishna Ch Pura ,KCV,12.9969785,77.5367633
Kanyakumari ,CAPE,8.0883064,77.5384507
Dodballapur ,DBU,13.2927263,77.5389069
Amoni ,AONI,23.3685407,77.5425957
Tuggali ,TGL,15.31422,77.5440288
Aralvaymozhi ,AAY,8.258134,77.545165
Sivungaon ,SVN,19.1100964,77.5476117
Wanegaon ,WNG,19.6990494,77.5490448
Sankarankovil ,SNKL,9.1667,77.55
Saharanpur ,SRE,29.9667,77.55
Yesvantpur Junction ,YPR,13.0232118,77.5513735
Srinivasa Nagar ,SHAN,12.9356162,77.554777
Dadri ,DER,28.5461902,77.55621
Madhi ,MID,29.0200336,77.5569265
Badarwas ,BDWS,24.976938,77.5644966
Charanmahadevi ,SMD,8.6747285,77.5658381
N. Panakudi ,NPK,8.3149227,77.5676735
Malleswaram ,MWM,13.0080276,77.5706036
Edduladoddi ,EDD,15.3496426,77.5734048
Naganahalli ,NHY,13.1308856,77.5741212
Haridwar Junction ,HW,30.4371994,77.57604
Modinagar ,MDNR,28.8351946,77.5791358
Rupbas ,RBS,27.0000522,77.5820012
Kalluru ,KLU,14.9210295,77.5834339
Obaidulla Ganj ,ODG,22.9949259,77.5874632
Tandur ,TDU,17.2575756,77.5874633
Anantapur ,ATP,14.6707094,77.5907443
Yelhanka Junction ,YNK,13.1021823,77.5928353
Bangalore Cant ,BNC,12.9715987,77.5945627
Bangalore East ,BNCE,12.9715987,77.5945627
Bangalore Cy Junction ,SBC,12.9715987,77.5945627
Chatrappatti ,CHPT,9.415278,77.595041
Penukonda ,PKD,14.0844312,77.5973233
Hebbal ,HEB,13.0324154,77.5991921
Bhavani Nagar ,BVNR,12.9323079,77.6034894
Ashok Nagar ,ASKN,12.9705147,77.6049218
Valliyur ,VLY,8.3885894,77.6049218
Zahirabad ,ZB,17.67551,77.610563
Kolaras ,KLRS,25.2242588,77.6106512
Aulenda ,AED,27.0307404,77.6178125
Nagarwara ,NWA,13.0350041,77.6235413
Pendekallu ,PDL,15.3762173,77.6242574
Gooty ,GY,15.1229477,77.6325593
Srivilliputtur ,SVPR,9.5121365,77.6340859
Baliakheri ,BAE,29.9257052,77.6375039
Shivalingapuram ,SLPM,9.3447956,77.6400098
Anugraha N Road ,AUBR,13.0173945,77.642194
Nanguneri ,NNN,8.4961056,77.6464534
Banaswadi ,BAND,13.0108013,77.6493171
Pilkhua ,PKW,28.7167,77.65
Shivpuri ,SVPI,25.4333,77.65
Gokarna Road ,GOK,12.993574,77.6601475
Fatehpur Sikri ,FTS,27.0945291,77.6679292
Bhokar ,BOKR,19.2209586,77.6701282
Budni ,BNI,22.7764943,77.681945
Meerut Cant ,MUT,28.993758,77.6822442
Deoband ,DBD,29.7,77.6833
Mathura Cant ,MRT,27.475654,77.6936948
Linganenidoddi ,LMD,15.3939233,77.6965573
Malkhedi ,MAKR,24.5602584,77.6965573
Tirunelveli ,TEN,8.733,77.7
Daurala ,DRLA,29.1130045,77.702282
Katora ,KTO,24.9667938,77.7051443
Meerut City ,MTC,28.9844618,77.7064137
Karamelaram ,CRLM,12.9061527,77.7065754
Mulanur ,MAR,10.7929874,77.7080064
Muzaffarnagar ,MOZ,29.4726817,77.7085091
Dhondi ,DNDI,21.5722208,77.7165925
Kosgi ,KO,16.9877611,77.7169224
Dharmavaram Junction ,DMM,14.4247555,77.7176658
Sakhoti Tanda ,SKF,29.1928743,77.718594
Badhal ,BDHL,31.1105258,77.7201699
Baiyyappanahali ,BYPL,13.0714661,77.7201699
Talaiyuthu ,TAY,8.7939993,77.7280396
New Amravat ,NAVI,20.853633,77.7294705
Khatauli ,KAT,29.2758596,77.7309012
Hoshangabad ,HBD,22.744108,77.736967
Sanchi ,SCI,23.4873393,77.7418238
Karkheli ,KEK,18.9583259,77.7437775
Chandur Bazar ,CNDB,21.2417,77.7456
Powerkheda ,PRKD,22.6736011,77.7478904
Anavardikhanpet ,AVN,12.6611744,77.7480692
Khatgaon ,KHTG,18.4844539,77.7509303
Hasanpur Road ,HPO,27.8342864,77.7512917
Achhnera Junction ,AH,27.1818921,77.7579039
Whitefield ,WFD,12.996275,77.761413
Amravati ,AMI,20.9258333,77.7647222
Dhandhera ,DNRA,29.4505124,77.7652346
Yeliyur ,Y,13.2605387,77.7659498
Chodiala ,CDL,29.908345,77.7666649
Itarsi Junction ,ET,22.6082196,77.7670225
Bareth ,BET,25.392508,77.7738163
Hapur ,HPU,28.7305798,77.7758825
Timtala ,TMT,20.7998952,77.7766767
Malliyala ,MYL,15.3978911,77.7775705
Hyderabad Decan ,HYB,18.0532613,77.7776361
